"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17","EOF18","EOF19"
"536.0",0.0621388453385358,-0.0352499340184825,0.15835826065499,-0.171471156589732,-0.000830480383194282,-0.0357389111900982,0.0418158927004775,0.0001014362210716,0.0612197044533508,0.042633996448939,-0.0434792515060224,0.0191622699642966,0.0734812275121143,0.0487432698504573,0.0302967057768659,0.0832610673131071,-0.13914614225699,0.125662188454995,-0.00160866026929359
"540.4",0.0706046764565392,-0.0405553533461475,0.151289661420816,-0.164776704523011,-0.00774209681194344,-0.030787812045385,0.069875762417795,-0.073556763006842,0.0392880949412757,-0.0169413103689274,-0.0859326329171152,0.00145871409316888,0.105296098503608,0.159071084454572,0.114418662145272,0.0468914395833185,-0.193339114726042,0.00805210839826017,-0.0492360409779762
"544.7",0.0763266939026448,-0.0336166213027806,0.127871087839426,-0.153031150441822,0.0374044082749856,-0.0230753246776438,0.021472239911704,-0.0403320168715282,-0.00391726329322395,0.045068054247749,-0.0626006848547856,0.0259243634571661,0.090409926042449,0.165225331452113,0.14933268752549,-0.0468911202158481,-0.2094537455043,0.0765701480026945,0.0808992490515017
"548.8",0.0825783256154127,-0.0329148660049279,0.117555998847776,-0.107685415189202,0.0424052239508478,-0.0565421627118122,0.0422764801273201,-0.0766301499232312,0.0140784529730724,-0.0488526533642092,-0.107708477255669,-0.0038728545075568,0.0639867736123831,0.19157277598088,0.0290405956660855,0.00915509296074016,-0.101056991331957,0.168465050827133,0.087017612773894
"553.1",0.0881891658540063,-0.0272548884191578,0.102232926422259,-0.0757200690569828,0.062803938515746,-0.0397646929974628,0.0553787728844591,-0.0598507096363461,0.0250533882049522,0.0135000859109081,-0.0873715947467946,0.0192080220555813,0.0743516613089368,0.142801066011724,0.00417210959134091,0.00787029060623464,-0.108166679926325,0.00746133649324905,0.0937849535313092
"557.5",0.0926385310217776,-0.0241509350103346,0.087699249933597,-0.0401657159825881,0.090390170164102,-0.0441390679549704,0.0309440308972557,-0.0682767986558315,0.0362213101128531,0.00100896969316718,-0.0819280631865301,0.00502583251861638,0.05855088606897,0.0897286240137201,0.0648528637491052,-0.0164143962543859,-0.0686261427248837,-0.00202478141976887,0.0571014043172131
"562.0",0.0976444567825995,-0.0250591401751647,0.0644170460650035,-0.0246734195903894,0.111741548368828,-0.0709562453667784,0.0338550993246316,-0.0600021646129036,0.0421730838828394,-0.00965434162780062,-0.0829141700870108,-0.025689589560861,0.0461001784610884,0.0454847454417662,-0.00586469106542754,0.0644275386237018,-0.0682334309805835,0.0736629485407367,0.15523457865215
"566.2",0.0988457818731904,-0.0130645224157444,0.0552458728775985,0.00328891935682869,0.126078082260183,-0.027744904064278,0.0178388003800259,-0.0482642306495258,0.0207731649722269,0.0273087982394105,-0.0368340207889398,0.0182707672563494,0.00198057891052912,0.000687992640130773,0.0515448286296812,-0.0173851204573976,-0.0650043676761395,0.00951142021575901,0.203218805998822
"570.2",0.100893903218549,-0.0104989848686867,0.0537443537973924,0.0247037690229209,0.129325410164128,-0.0174126219262396,-0.0126425052415591,-0.0283163226923776,0.0354443839712174,-0.0404779708852231,-0.0671779360326157,-0.0237709712177219,0.0120401430765082,-0.0695012589573598,0.0220996747263269,0.0558653401018065,-0.0714144651756823,0.00906901723080073,0.142387226370665
"573.9",0.101378861503426,-0.00803145101974231,0.0437606492816379,0.0424210608847372,0.123250767079763,-0.0371747763547485,-0.000530628167733716,-0.0406800176983658,0.0458816037296824,-0.0215869875865687,-0.0630412782489821,-0.0513569852008629,0.00830037057785215,-0.0776598893879231,-0.0409696615064853,0.0628030188118815,-0.0357078228649263,0.0268348439572111,0.1314643093839
